Publication Date,Center,Recommendation,Title,Type,Page URL,File URL,Web Article URL,File Type,File Size,File Size (bytes),File Status,Has Hosted File
2010-12-29,,Archive,Illinois Court Trends  Adult Probation Caseload 19992008,general,https://icjia.illinois.gov/about/publications/illinois-court-trends-adult-probation-caseload-19992008/,https://archive.icjia-api.cloud/files/icjia/pdf/JFacts/Court%20Trends/1999-2008/15adult%20probation_1999-2008.pdf,,PDF,274.8 KB,281422,200,yes
2010-12-29,,Archive,Illinois Court Trends  Criminal Case Filings 19992008,general,https://icjia.illinois.gov/about/publications/illinois-court-trends-criminal-case-filings-19992008/,https://archive.icjia-api.cloud/files/icjia/pdf/JFacts/Court%20Trends/1999-2008/14felony%20and%20misdemeanor%20filings_1999-2008.pdf,,PDF,259.7 KB,265972,200,yes
2010-12-14,,Archive,Illinois Offense and Arrest Trends  Total Index Offenses 19992008,general,https://icjia.illinois.gov/about/publications/illinois-offense-and-arrest-trends-total-index-offenses-19992008/,https://archive.icjia-api.cloud/files/icjia/pdf/JFacts/Crime%20Trends/1999-2008/1total%20offenses_1999-2008.pdf,,PDF,275.9 KB,282520,200,yes
2010-11-29,,Archive,Criminal justice system Victims rights,getTheFacts,https://icjia.illinois.gov/about/publications/criminal-justice-system-victims-rights/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/GTF-CJS_victims.pdf,,PDF,296.0 KB,303110,200,yes
2010-11-23,,Archive,Criminal justice system Arrests,getTheFacts,https://icjia.illinois.gov/about/publications/criminal-justice-system-arrests/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/GTF-CJS_arrests.pdf,,PDF,295.8 KB,302906,200,yes
2010-11-23,,Archive,Assessing the Risk of Sexual and Violent Recidivism and Identifying Differences in Risk Factors Comparing Probation Supervised and Released Imprisoned Sex Offenders,researchReport,https://icjia.illinois.gov/about/publications/assessing-the-risk-of-sexual-and-violent-recidivism-and-identifying-differences-in-risk-factors-comparing-probation-supervised-and-released-imprisoned-sex-offenders/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Probation_Supervised_Released_Imprisoned_Sex_Offenders_Report_1210.pdf,,PDF,734.4 KB,752058,200,yes
2010-11-23,,Archive,Criminal justice system Criminal records,getTheFacts,https://icjia.illinois.gov/about/publications/criminal-justice-system-criminal-records/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/GTF-CJS_criminalrecords.pdf,,PDF,298.3 KB,305510,200,yes
2010-11-23,,Archive,Criminal justice system Corrections,getTheFacts,https://icjia.illinois.gov/about/publications/criminal-justice-system-corrections/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/GTF-CJS_corrections.pdf,,PDF,297.4 KB,304556,200,yes
2010-11-17,,Archive,Posttraumatic stress disorder and victimization among female prisoners in Illinois,researchReport,https://icjia.illinois.gov/about/publications/posttraumatic-stress-disorder-and-victimization-among-female-prisoners-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/PTSD_Female_Prisoners_Report_1110.pdf,,PDF,430.4 KB,440707,200,yes
2010-09-08,,Archive,A Study of Cooccurring Health Conditions and Treatment Coordination for Adult Jail Detainees in Residential Psychiatric Treatment,researchReport,https://icjia.illinois.gov/about/publications/a-study-of-cooccurring-health-conditions-and-treatment-coordination-for-adult-jail-detainees-in-residential-psychiatric-treatment/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Jail%20Study_Final_Report_0910.pdf,,PDF,990.8 KB,1014543,200,yes
2010-08-25,,Archive,Policies and Procedures of the Illinois Juvenile Justice System,researchReport,https://icjia.illinois.gov/about/publications/policies-and-procedures-of-the-illinois-juvenile-justice-system/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/IL_Juvenile_Justice_System_Walkthrough_0810.pdf,,PDF,1.9 MB,2034837,200,yes
2010-07-09,,Archive,2009 Annual Report Motor Vehicle Theft Prevention Council,motorVehicleTheftPublications,https://icjia.illinois.gov/about/publications/2009-annual-report-motor-vehicle-theft-prevention-council/,https://archive.icjia-api.cloud/files/icjia/pdf/mvtpc/2009%20MV%20Annual%20Report.pdf,,PDF,211.4 KB,216461,200,yes
2010-07-06,,Archive,Student Perceptions of Campus Safety Initiatives Assessing Views of Critical Incident Prevention and Response,researchReport,https://icjia.illinois.gov/about/publications/student-perceptions-of-campus-safety-initiatives-assessing-views-of-critical-incident-prevention-and-response/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Campus_Study_Final_Report_June2010.pdf,,PDF,903.1 KB,924768,200,yes
2010-06-18,,Archive,Juvenile corrections and parole,getTheFacts,https://icjia.illinois.gov/about/publications/juvenile-corrections-and-parole/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/GTF-juvenilecorrections.pdf,,PDF,261.1 KB,267342,200,yes
2010-06-14,,Archive,Juvenile sentencing,getTheFacts,https://icjia.illinois.gov/about/publications/juvenile-sentencing/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/GTF-juvenilesentencing.pdf,,PDF,260.9 KB,267206,200,yes
2010-05-26,,Archive,ShortTerm Impact Evaluation of the Lake County Adult Probation Womens Specialized Services Program,researchReport,https://icjia.illinois.gov/about/publications/shortterm-impact-evaluation-of-the-lake-county-adult-probation-womens-specialized-services-program/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Lake_Co._PTSD_report_May2010.pdf,,PDF,346.1 KB,354369,200,yes
2010-04-15,,Archive,Victimization and helpseeking behaviors among female prisoners in Illinois,researchReport,https://icjia.illinois.gov/about/publications/victimization-and-helpseeking-behaviors-among-female-prisoners-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Victimization%20and%20help%20seeking%20behaviors%20among%20female%20prisoners%20in%20Illinois.pdf,,PDF,960.2 KB,983249,200,yes
2010-03-31,Comms,,ICJIA 2009 Annual Report,annualReport,https://icjia.illinois.gov/about/publications/icjia-2009-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/AnnualReport/AnnualReportFY09.pdf,,PDF,630.9 KB,646045,200,yes
2010-03-25,,Archive,Juvenile court,getTheFacts,https://icjia.illinois.gov/about/publications/juvenile-court/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/Get%20the%20Facts%20Juvenile%20court.pdf,,PDF,260.4 KB,266637,200,yes
2010-03-22,,Archive,Mental health screening and assessment in the Illinois juvenile justice system,researchReport,https://icjia.illinois.gov/about/publications/mental-health-screening-and-assessment-in-the-illinois-juvenile-justice-system/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Mental%20health%20screening%20and%20the%20juvenile%20justice%20system.pdf,,PDF,2.1 MB,2192445,200,yes
2010-03-17,,Archive,Issues in Illinois College Campus Safety History and Development of Campus Safety Planning,researchReport,https://icjia.illinois.gov/about/publications/issues-in-illinois-college-campus-safety-history-and-development-of-campus-safety-planning/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/CampusCrimeReport032010.pdf,,PDF,310.4 KB,317835,200,yes
2010-02-23,,Archive,Analysis of Shelter Utilization by Victims of Domestic Violence  Qualitative and Quantitative Analysis,researchReport,https://icjia.illinois.gov/about/publications/analysis-of-shelter-utilization-by-victims-of-domestic-violence-qualitative-and-quantitative-analysis/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Analysis%20of%20Shelter%20Utilization%20by%20Victims%20of%20Domestic%20Violence%200210.pdf,,PDF,933.0 KB,955431,200,yes
2010-01-19,,Archive,Juvenile pretrial process,getTheFacts,https://icjia.illinois.gov/about/publications/juvenile-pretrial-process/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/Get%20the%20Facts%20Juvenile%20Pretrial.pdf,,PDF,268.5 KB,274902,200,yes
2009-12-22,,Archive,Juvenile Justice System and Risk Factor Data 2007 Annual Report,researchReport,https://icjia.illinois.gov/about/publications/juvenile-justice-system-and-risk-factor-data-2007-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Juvenile%20Justice%20System%20and%20Risk%20Factor%20Data%202007%20Annual%20Report.pdf,,PDF,7.1 MB,7476127,200,yes
2009-12-22,,Archive,Juvenile Justice System and Risk Factor Data 2007 Annual Report Appendix H Data Tables,researchReport,https://icjia.illinois.gov/about/publications/juvenile-justice-system-and-risk-factor-data-2007-annual-report-appendix-h-data-tables/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Juvenile%20Justice%20System%20and%20Risk%20Factor%20Data%202007%20Appendix%20H%20Data%20Tables.pdf,,PDF,389.4 KB,398792,200,yes
2009-12-08,,Archive,Juvenile arrests,getTheFacts,https://icjia.illinois.gov/about/publications/juvenile-arrests/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/GET%20THE%20FACTS%20Juvenile%20arrests.pdf,,PDF,270.1 KB,276539,200,yes
2009-11-06,,Archive,Juvenile Justice System and Risk Factor Data 2006 Annual Report,researchReport,https://icjia.illinois.gov/about/publications/juvenile-justice-system-and-risk-factor-data-2006-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Juvenile%20Justice%20System%20and%20Risk%20Factor%20Data%202006%20Annual%20Report.pdf,,PDF,17.1 MB,17944527,200,yes
2009-11-06,,Archive,Juvenile Justice System and Risk Factor Data 2006 Appendix H Data Tables,researchReport,https://icjia.illinois.gov/about/publications/juvenile-justice-system-and-risk-factor-data-2006-appendix-h-data-tables/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Juvenile%20Justice%20System%20and%20Risk%20Factor%20Data%202006%20Appendix%20H%20Data%20Tables.pdf,,PDF,11.8 MB,12330859,200,yes
2009-10-02,,Archive,Implementing restorative justice A guide for schools,barj,https://icjia.illinois.gov/about/publications/implementing-restorative-justice-a-guide-for-schools/,https://archive.icjia-api.cloud/files/icjia/pdf/BARJ/SCHOOL%20BARJ%20GUIDEBOOOK.pdf,,PDF,344.6 KB,352823,200,yes
2009-07-23,,Archive,FINAL REPORT The Impact of Illinois Truth in Sentencing Law on Sentence Lengths Time to Serve and Disciplinary Incidents of Convicted Murderers and Sex Offenders,researchReport,https://icjia.illinois.gov/about/publications/final-report-the-impact-of-illinois-truthinsentencing-law-on-sentence-lengths-time-to-serve-and-disciplinary-incidents-of-convicted-murderers-and-sex-offenders/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/FINAL%20REPORT%20The%20Impact%20of%20Illinois%20Truth-in-Sentencing%20Law%200609.pdf,,PDF,260.5 KB,266727,200,yes
2009-07-17,,Archive,Final report of the Go to 2040 Crime and Justice Planning Initiative,researchReport,https://icjia.illinois.gov/about/publications/final-report-of-the-go-to-2040-crime-and-justice-planning-initiative/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Final%20report%20of%20the%20Go%20To%202040%20Crime%20and%20Justice%20Planning%20Initiative%20072309.pdf,,PDF,379.0 KB,388107,200,yes
2009-07-10,,Archive,Evaluation of the Jail Data Link Program,researchReport,https://icjia.illinois.gov/about/publications/evaluation-of-the-jail-data-link-program/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Jail%20Data%20Link%20Final%20Report%20May%202009.pdf,,PDF,902.3 KB,923976,200,yes
2009-06-12,,Archive,METHAMPHETAMINE AND VIOLENCE IN ILLINOIS,researchReport,https://icjia.illinois.gov/about/publications/methamphetamine-and-violence-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/METHAMPHETAMINE%20AND%20VIOLENCE%20IN%20ILLINOIS%20062009.pdf,,PDF,246.7 KB,252613,200,yes
2009-06-04,,Archive,Examining at-risk and delinquent girls in Illinois,researchReport,https://icjia.illinois.gov/about/publications/examining-at-risk-and-delinquent-girls-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Examining%20at-risk%20and%20delinquent%20girls%20in%20Illinois.pdf,,PDF,1.1 MB,1119231,200,yes
2009-04-07,,Archive,2008 Annual Report Motor Vehicle Theft Prevention Council,motorVehicleTheftPublications,https://icjia.illinois.gov/about/publications/2008-annual-report-motor-vehicle-theft-prevention-council/,https://archive.icjia-api.cloud/files/icjia/pdf/mvtpc/2008%20Annual%20Report.pdf,,PDF,334.4 KB,342466,200,yes
2009-04-06,,Archive,ICJIA 2008 Annual Report,annualReport,https://icjia.illinois.gov/about/publications/icjia-2008-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/AnnualReport/AnnualReportFY08.pdf,,PDF,750.9 KB,768882,200,yes
2009-03-26,,Archive,Justice Assistance Grant Planning Materials  Illinois crime and criminal justice trends 19972007,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/justice-assistance-grant-planning-materials-illinois-crime-and-criminal-justice-trends-19972007/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/Web%20Edition%20CRIME%20TRENDS%20032509.pdf,,PDF,1.0 MB,1072796,200,yes
2009-02-17,,Archive,Critical Incident Preparedness and Response on Campus Examining the Relationship Between Local Law Enforcement and PostSecondary Institutions in Illinois and the United States,researchReport,https://icjia.illinois.gov/about/publications/critical-incident-preparedness-and-response-on-campus-examining-the-relationship-between-local-law-enforcement-and-postsecondary-institutions-in-illinois-and-the-united-states/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/CIPRCampusReport122008.pdf,,PDF,1.8 MB,1889545,200,yes
2009-02-05,,Archive,2007 Annual Report Motor Vehicle Theft Prevention Council,motorVehicleTheftPublications,https://icjia.illinois.gov/about/publications/2007-annual-report-motor-vehicle-theft-prevention-council/,https://archive.icjia-api.cloud/files/icjia/pdf/mvtpc/2007%20Annual%20Report%20Final.pdf,,PDF,321.2 KB,328866,200,yes
2009-02-04,,Archive,2006 Annual Report Motor Vehicle Theft Prevention Council,motorVehicleTheftPublications,https://icjia.illinois.gov/about/publications/2006-annual-report-motor-vehicle-theft-prevention-council/,https://archive.icjia-api.cloud/files/icjia/pdf/mvtpc/2006%20Annual%20Report.pdf,,PDF,260.9 KB,267170,200,yes
2008-11-13,,Archive,Prescription drug abuse drug treatment needs on rise in Illinois,researchBulletin,https://icjia.illinois.gov/about/publications/prescription-drug-abuse-drug-treatment-needs-on-rise-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/Bulletins/Prescription%20drug%20November%202008.pdf,,PDF,114.5 KB,117231,200,yes
2008-09-17,,Archive,Communities take on youth violence,compiler,https://icjia.illinois.gov/about/publications/communities-take-on-youth-violence/,https://archive.icjia-api.cloud/files/icjia/pdf/compiler/Summer%20Compiler%202008.pdf,,PDF,478.9 KB,490350,200,yes
2008-09-10,,Archive,Prostitution study finds Chicago girls trafficked through coercion violence,researchBulletin,https://icjia.illinois.gov/about/publications/prostitution-study-finds-chicago-girls-trafficked-through-coercion-violence/,https://archive.icjia-api.cloud/files/icjia/pdf/Bulletins/Chicago%20sex%20exploitation%20Sept%202008.pdf,,PDF,103.4 KB,105840,200,yes
2008-08-05,,Archive,Lake County probation program addresses womenspecific needs,programEvaluationSummary,https://icjia.illinois.gov/about/publications/lake-county-probation-program-addresses-womenspecific-needs/,https://archive.icjia-api.cloud/files/icjia/pdf/ProgEvalSummary/Lake%20County%20women%20July%202008.pdf,,PDF,126.0 KB,129055,200,yes
2008-07-31,Victim Studies,Archive,InfoNet database reveals Illinois domestic violence victim demographics trends,researchAtAGlance,https://icjia.illinois.gov/about/publications/infonet-database-reveals-illinois-domestic-violence-victim-demographics-trends/,https://archive.icjia-api.cloud/files/icjia/pdf/AtAGlance/INFONET%20July%202008.pdf,,PDF,198.6 KB,203321,200,yes
2008-07-31,,Archive,Study measures impact of government services on juvenile community reentry,researchBulletin,https://icjia.illinois.gov/about/publications/study-measures-impact-of-government-services-on-juvenile-community-reentry/,https://archive.icjia-api.cloud/files/icjia/pdf/Bulletins/juvenile%20reentry%20July%202008.pdf,,PDF,321.5 KB,329232,200,yes
2008-06-17,,Archive,Implementation and ShortTerm Impact Evaluation of the Lake County Adult Probation Departments Womens Specialized Services Program,researchReport,https://icjia.illinois.gov/about/publications/implementation-and-shortterm-impact-evaluation-of-the-lake-county-adult-probation-departments-womens-specialized-services-program/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Evaluation%20of%20the%20Lake%20County%20Adult%20Probation.pdf,,PDF,572.6 KB,586367,200,yes
2008-06-13,,Archive,Juvenile Justice System and Risk Factor Data 2005 Annual Report,researchReport,https://icjia.illinois.gov/about/publications/juvenile-justice-system-and-risk-factor-data-2005-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Juvenile%20Justice%20Risk%20Factor%20Data%202005%20Annual%20Report.pdf,,PDF,1.9 MB,2036613,200,yes
2008-06-13,,Archive,Juvenile Justice Data 2005 Annual Report APPENDIX H Data Tables,researchReport,https://icjia.illinois.gov/about/publications/juvenile-justice-data-2005-annual-report-appendix-h-data-tables/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Juvenile%20Justice%20Data%202005%20Annual%20Report%20APPENDIX%20H%20Data%20Tables.pdf,,PDF,11.4 MB,11979550,200,yes
2008-05-27,,Archive,Trends and Issues 2008 A profile of criminal and juvenile justice in Illinois,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/trends-and-issues-2008-a-profile-of-criminal-and-juvenile-justice-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/TI%202008/T&I%202008%20Full%20Report.pdf,,PDF,1.4 MB,1455838,200,yes
2008-05-27,,Archive,Final Implementation Evaluation Report for the Illinois Going Home Program,researchReport,https://icjia.illinois.gov/about/publications/final-implementation-evaluation-report-for-the-illinois-going-home-program/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Illinois%20Going%20Home%20Program%20052008.pdf,,PDF,293.8 KB,300849,200,yes
2008-05-08,,Archive,Domestic sex trafficking of Chicago women and girls,researchReport,https://icjia.illinois.gov/about/publications/domestic-sex-trafficking-of-chicago-women-and-girls/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Sex%20Trafficking%20Report%20May%202008.pdf,,PDF,854.3 KB,874836,200,yes
2008-04-10,Victim Studies,Archive,Analysis of InfoNet Data from Domestic Violence Agencies Full Report,researchReport,https://icjia.illinois.gov/about/publications/analysis-of-infonet-data-from-domestic-violence-agencies-full-report/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Analysis%20of%20InfoNet%20Data%20from%20Domestic%20Violence%20Agencies.pdf,,PDF,686.2 KB,702658,200,yes
2008-04-10,,Archive,From Corrections to Community The Juvenile Reentry Experience as Characterized by Multiple Systems Involvement,researchReport,https://icjia.illinois.gov/about/publications/from-corrections-to-community-the-juvenile-reentry-experience-as-characterized-by-multiple-systems-involvement/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Juvenile%20Reentry%20Experience%20as%20Characterized%20by%20Multiple%20Systems%20Involvement.pdf,,PDF,331.9 KB,339874,200,yes
2008-04-10,,Archive,A Primer on Drug Addiction Crime and Treatment,researchReport,https://icjia.illinois.gov/about/publications/a-primer-on-drug-addiction-crime-and-treatment/,"https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/A%20Primer%20on%20Drug%20Addiction,%20Crime%20and%20Treatment%20Nov%202007.pdf",,PDF,188.7 KB,193267,200,yes
2008-04-10,Victim Studies,Archive,Analysis of InfoNet Data from Domestic Violence Agencies Executive Summary,researchReport,https://icjia.illinois.gov/about/publications/analysis-of-infonet-data-from-domestic-violence-agencies-executive-summary/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Analysis%20of%20InfoNet%20Data%20from%20Domestic%20Violence%20Agencies%20ES.pdf,,PDF,294.1 KB,301128,200,yes
2008-03-14,,Archive,Underreporting of violent victimization impedes justice services,researchBulletin,https://icjia.illinois.gov/about/publications/underreporting-of-violent-victimization-impedes-justice-services/,https://archive.icjia-api.cloud/files/icjia/pdf/Bulletins/Disproportionate%20reporting%20March%202008.pdf,,PDF,119.9 KB,122807,200,yes
2008-03-11,,Archive,ICJIA 2007 Annual Report,annualReport,https://icjia.illinois.gov/about/publications/icjia-2007-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/AnnualReport/AnnualReportFY07.pdf,,PDF,792.8 KB,811794,200,yes
2008-02-06,,Archive,The response to domestic violence  Updated protocol aids law enforcement officials states attorneys and the judiciary in addressing abuse issues,compiler,https://icjia.illinois.gov/about/publications/the-response-to-domestic-violence-updated-protocol-aids-law-enforcement-officials-states-attorneys-and-the-judiciary-in-addressing-abuse-issues/,https://archive.icjia-api.cloud/files/icjia/pdf/compiler/WinterSpring08CompilerVol25No2.pdf,,PDF,501.2 KB,513178,200,yes
2008-01-07,,Archive,Child sex exploitation study probes extent of victimization in Illinois,researchBulletin,https://icjia.illinois.gov/about/publications/child-sex-exploitation-study-probes-extent-of-victimization-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/Bulletins/CSEC%202008%20Research%20Bulletin.pdf,,PDF,112.1 KB,114813,200,yes
2008-01-07,,Archive,The commercial sexual exploitation of children and youth in Illinois,researchReport,https://icjia.illinois.gov/about/publications/the-commercial-sexual-exploitation-of-children-and-youth-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/CSEC%202008%20ICJIA%20REPORT.pdf,,PDF,426.9 KB,437168,200,yes
2007-12-01,,Archive,Cook County pilot program seeks to reduce female DUI recidivism,programEvaluationSummary,https://icjia.illinois.gov/about/publications/cook-county-pilot-program-seeks-to-reduce-female-dui-recidivism/,https://archive.icjia-api.cloud/files/icjia/pdf/ProgEvalSummary/Cook%20County%20pilot%20program%20reduce%20female%20DUI%20recidivism.pdf,,PDF,117.3 KB,120130,200,yes
2007-12-01,,Archive,Victim and Household Characteristics Reporting Violence to the Police Illinois Crime Victimization Survey 2002 Data Analysis,researchReport,https://icjia.illinois.gov/about/publications/victim-and-household-characteristics-reporting-violence-to-the-police-illinois-crime-victimization-survey-2002-data-analysis/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Illinois%20Crime%20Victimization%20Survey%202002%20Data%20Analysis.pdf,,PDF,192.9 KB,197544,200,yes
2007-10-01,,Archive,Juvenile reform specialized services help fuel fight against probationer recidivism,compiler,https://icjia.illinois.gov/about/publications/juvenile-reform-specialized-services-help-fuel-fight-against-probationer-recidivism/,https://archive.icjia-api.cloud/files/icjia/pdf/compiler/CompilerSummer2007.pdf,,PDF,483.1 KB,494734,200,yes
2007-10-01,,Archive,CLEAR and ICLEAR A Report on New Information Technology in Chicago and Illinois,researchReport,https://icjia.illinois.gov/about/publications/clear-and-iclear-a-report-on-new-information-technology-in-chicago-and-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/CLEAR and ICLEAR report Aug 2007.pdf,,PDF,808.2 KB,827584,200,yes
2007-09-01,,Archive,State criminal justice survey seeks methods to stem drug use violence,researchBulletin,https://icjia.illinois.gov/about/publications/state-criminal-justice-survey-seeks-methods-to-stem-drug-use-violence/,https://archive.icjia-api.cloud/files/icjia/pdf/Bulletins/State criminal justice survey Sept 2007.pdf,,PDF,111.9 KB,114603,200,yes
2007-08-01,,Archive,An Evaluation of the Cook County Community Based Transitional Services for Female Offenders Program,researchReport,https://icjia.illinois.gov/about/publications/an-evaluation-of-the-cook-county-community-based-transitional-services-for-female-offenders-program/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Cook%20Co%20CBTSFO%20Final%20Report_July%202007.pdf,,PDF,367.7 KB,376540,200,yes
2007-06-01,,Archive,The fight against human trafficking,compiler,https://icjia.illinois.gov/about/publications/the-fight-against-human-trafficking/,https://archive.icjia-api.cloud/files/icjia/pdf/compiler/36612%20Cmplr%20WNTR_SPRNG_07.pdf,,PDF,653.9 KB,669630,200,yes
2007-05-01,,Archive,Peoria St Clair counties initiate Redeploy Illinois youth programs,programEvaluationSummary,https://icjia.illinois.gov/about/publications/peoria-st-clair-counties-initiate-redeploy-illinois-youth-programs/,"https://archive.icjia-api.cloud/files/icjia/pdf/ProgEvalSummary/Peoria,%20St.%20Clair%20counties%20initiate%20Redeploy%20Illinois%20youth%20programs.pdf",,PDF,109.0 KB,111566,200,yes
2007-04-01,,Archive,ICJIA 2006 Annual Report,annualReport,https://icjia.illinois.gov/about/publications/icjia-2006-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/AnnualReport/AnnualReportFY06.pdf,,PDF,568.1 KB,581726,200,yes
2007-04-01,,Archive,State survey results quantify crime victimization patterns,researchBulletin,https://icjia.illinois.gov/about/publications/state-survey-results-quantify-crime-victimization-patterns/,https://archive.icjia-api.cloud/files/icjia/pdf/Bulletins/crime victimization survey.pdf,,PDF,139.4 KB,142711,200,yes
2007-03-01,,Archive,Corrections data illustrate juvenile incarceration trends in Illinois,general,https://icjia.illinois.gov/about/publications/corrections-data-illustrate-juvenile-incarceration-trends-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/AtAGlance/Corrections%20data%20illustrate%20juvenile%20incarceration%20trends%20in%20Illinois.pdf,,PDF,328.7 KB,336595,200,yes
2007-03-01,,Archive,Redeploy Illinois program decreases incarceration rates among juveniles,programEvaluationSummary,https://icjia.illinois.gov/about/publications/redeploy-illinois-program-decreases-incarceration-rates-among-juveniles/,https://archive.icjia-api.cloud/files/icjia/pdf/ProgEvalSummary/Redeploy%20Illinois%20program%20decreases%20incarceration%20rates%20among%20juveniles.pdf,,PDF,111.9 KB,114627,200,yes
2007-03-01,,Archive,Juvenile Justice System and Risk Factor Data 2004 Annual Report,researchReport,https://icjia.illinois.gov/about/publications/juvenile-justice-system-and-risk-factor-data-2004-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/IJJC2004annualreport.pdf,,PDF,16.0 MB,16822742,200,yes
2007-03-01,,Archive,Community reentry challenges daunt exoffenders quest for a fresh start,researchBulletin,https://icjia.illinois.gov/about/publications/community-reentry-challenges-daunt-exoffenders-quest-for-a-fresh-start/,https://archive.icjia-api.cloud/files/icjia/pdf/Bulletins/Community%20re-entry%20challenges%20daunt%20ex-offenders.pdf,,PDF,260.4 KB,266646,200,yes
2007-03-01,,Archive,Juvenile Justice Data 2004 Annual Report APPENDIX H Data Tables,researchReport,https://icjia.illinois.gov/about/publications/juvenile-justice-data-2004-annual-report-appendix-h-data-tables/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Juvenile%20Justice%20Data%202004%20Annual%20Report%20APPENDIX%20H%20Data%20Tables.pdf,,PDF,11.5 MB,12040668,200,yes
2007-02-01,,Archive,Illinois Criminal Justice Information Authority Needs Assessment Survey APPENDIX,researchReport,https://icjia.illinois.gov/about/publications/illinois-criminal-justice-information-authority-needs-assessment-survey-appendix/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/ICJIA%20Needs%20Assessment%20Survey%20APPENDIX%20Feb%202007.pdf,,PDF,1.9 MB,2030498,200,yes
2007-02-01,,Archive,Minorities Overrepresented in Illinois Juvenile Correctional Facilities,general,https://icjia.illinois.gov/about/publications/minorities-overrepresented-in-illinois-juvenile-correctional-facilities/,https://archive.icjia-api.cloud/files/icjia/pdf/AtAGlance/Minorities overrepresented.pdf,,PDF,426.3 KB,436506,200,yes
2007-02-01,,Archive,Illinois Criminal Justice Information Authority Needs Assessment Survey Final Report,researchReport,https://icjia.illinois.gov/about/publications/illinois-criminal-justice-information-authority-needs-assessment-survey-final-report/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/ICJIA%20Needs%20Assessment%20Survey%20Final%20Report%20Feb%202007.pdf,,PDF,3.9 MB,4083908,200,yes
