Publication Date,Center,Recommendation,Title,Type,Page URL,File URL,Web Article URL,File Type,File Size,File Size (bytes),File Status,Has Hosted File
2022-01-18,,Archive,Youth Bullying: An Overview and Related Interventions,article,https://icjia.illinois.gov/about/publications/youth-bullying-an-overview-and-related-interventions/,https://researchhub.icjia-api.cloud/uploads/Weisner%20%20Mock%20(2022)%20Youth%20Bullying_An%20Overview%20and%20Related%20Interventions_PDF-220207T22071656.pdf,https://icjia.illinois.gov/researchhub/articles/youth-bullying-an-overview-and-related-interventions/,PDF,477.1 KB,488570,200,yes
2021-12-21,Victim Studies,Archive,"Trauma Experiences of LGBTQ+ Victims: Victimization, Discrimination, and Other Stressful Experiences",article,https://icjia.illinois.gov/about/publications/trauma-experiences-of-lgbtq-victims-victimization-discrimination-and-other-stressful-experiences/,https://researchhub.icjia-api.cloud/uploads/LGBTQ+%20trauma%20report_FINAL-211204T14584259.pdf,https://icjia.illinois.gov/researchhub/articles/trauma-experiences-of-lgbtq-victims--victimization-discrimination-and-other-stressful-experiences/,PDF,1.6 MB,1690151,200,yes
2021-12-20,CJRE,Archive,An Analysis of Pre-Vaccine COVID-19 Deaths in Illinois Jails and Prisons,article,https://icjia.illinois.gov/about/publications/an-analysis-of-pre-vaccine-covid-19-deaths-in-illinois-jails-and-prisons/,https://researchhub.icjia-api.cloud/uploads/COVID%20Death%20in%20Custody%20FINAL-220311T21084557.pdf,https://icjia.illinois.gov/researchhub/articles/an-analysis-of-pre-vaccine-covid-19-deaths-in-illinois-jails-and-prisons/,PDF,2.2 MB,2257998,200,yes
2021-11-16,CJRE,Archive,Examining the Link Between Unintentional Overdose Death and Prior Criminal History in Illinois,article,https://icjia.illinois.gov/about/publications/examining-the-link-between-unintentional-overdose-death-and-prior-criminal-history-in-illinois/,https://researchhub.icjia-api.cloud/uploads/fullreportSUDORS%202021-211119T16410625.pdf,https://icjia.illinois.gov/researchhub/articles/examining-the-link-between-unintentional-overdose-death-and-prior-criminal-history-in-illinois/,PDF,1.5 MB,1545913,200,yes
2021-11-15,ARI,Archive,Impact Evaluation of the Adult Redeploy Illinois Intensive Supervision Probation with Services Program,researchReport,https://icjia.illinois.gov/about/publications/impact-evaluation-of-the-adult-redeploy-illinois-intensive-supervision-probation-with-services-program/,https://researchhub.icjia-api.cloud/uploads/ARI%20ISP-S%20Final%20Report%20with%20Cover-clean-211115T16170538.pdf,https://icjia.illinois.gov/researchhub/articles/impact-evaluation-of-the-adult-redeploy-illinois-intensive-supervision-probation-with-services-program,PDF,1.6 MB,1708915,200,yes
2021-10-26,CJRE,Archive,Addressing the Needs of Survivors of Homicide Victims: An Evaluation of the Chicago Survivors Program,article,https://icjia.illinois.gov/about/publications/addressing-the-needs-of-survivors-of-homicide-victims-an-evaluation-of-the-chicago-survivors-program/,https://researchhub.icjia-api.cloud/uploads/FullreportChicagoSurvivors-211026T21045123.pdf,https://icjia.illinois.gov/researchhub/articles/addressing-the-needs-of-survivors-of-homicide-victims-an-evaluation-of-the-chicago-survivors-program/,PDF,1.6 MB,1650260,200,yes
2021-10-22,CVPIR,Remediate,"The Illinois Restore, Reinvest, and Renew (R3) Grant Program: Examining Grant Applicant Feedback",article,https://icjia.illinois.gov/about/publications/the-illinois-restore-reinvest-and-renew-r3-grant-program-examining-grant-applicant-feedback/,"https://researchhub.icjia-api.cloud/uploads/Weisner,%20L%20(2021)%20The%20Illinois%20Restore%20Reinvest%20and%20Renew%20Grant%20Program_Examining%20Grant%20Applicant%20Feedback_PDF-211020T19242586.pdf",https://icjia.illinois.gov/researchhub/articles/the-illinois-restore-reinvest-and-renew-r3-grant-program-examining-grant-applicant-feedback/,PDF,690.6 KB,707200,200,yes
2021-08-25,CJRE,Archive,An Analysis of Factors Associated with Suicide Among Justice-Involved Illinois Violent Death Decedents,article,https://icjia.illinois.gov/about/publications/an-analysis-of-factors-associated-with-suicide-among-justice-involved-illinois-violent-death-decedents/,https://researchhub.icjia-api.cloud/uploads/Suicide%20and%20Justice%20Involvement%20-%20Final%20PDF%20for%20Publication-210901T17314728.pdf,https://icjia.illinois.gov/researchhub/articles/an-analysis-of-risk-factors-for-suicide-among-justice-involved-illinois-violent-death-decedents,PDF,1.3 MB,1319412,200,yes
2021-08-11,FSGU (Cydney),Archive,"Statewide Violence Prevention Plan 2020-2024: Review of Programs and Strategies, Needs Assessment of Violence in Illinois, and Recommendations for Funding",article,https://icjia.illinois.gov/about/publications/statewide-violence-prevention-plan-2020-2024-review-of-programs-and-strategies-needs-assessment-of-violence-in-illinois-and-recommendations-for-funding/,https://researchhub.icjia-api.cloud/uploads/FullReport_ICJIAStatewideVPPlan2020-2024_5mb-250603T16593231.pdf,https://icjia.illinois.gov/researchhub/articles/statewide-violence-prevention-plan-2020-2024-review-of-programs-and-strategies-needs-assessment-of-violence-in-illinois-and-recommendations-for-funding,PDF,3.7 MB,3829105,200,yes
2021-07-15,CJRE,Remediate,The 2021 SAFE-T Act: ICJIA Roles and Responsibilities,article,https://icjia.illinois.gov/about/publications/the-2021-safe-t-act-icjia-roles-and-responsibilities/,https://researchhub.icjia-api.cloud/uploads/FINAL%20SAFE-T%20Act%20article%20PDF%20for%20posting-210726T15283184.pdf,https://icjia.illinois.gov/researchhub/articles/the-2021-safe-t-act-icjia-roles-and-responsibilities,PDF,220.8 KB,226134,200,yes
2021-06-30,CJRE,Archive,FY2021 Freedom from Drones Annual report,annualReport,https://icjia.illinois.gov/about/publications/fy-2021-freedom-from-drones-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/drone/Drone_Report_2021_full.pdf,,PDF,1.5 MB,1536877,200,yes
2021-06-01,CJRE,Archive,A Preliminary Outcome Evaluation of Lake County's Police Referral to Substance Use Disorder Treatment Program,researchReport,https://icjia.illinois.gov/about/publications/a-preliminary-outcome-evaluation-of-lake-countys-police-referral-to-substance-use-disorder-treatment-program/,https://researchhub.icjia-api.cloud/uploads/PDF%20version%20of%20article-210601T21360320.pdf,https://icjia.illinois.gov/researchhub/articles/a-preliminary-outcome-evaluation-of-lake-county-illinois-police-referral-to-substance-use-disorder-treatment-program,PDF,1.9 MB,1972423,200,yes
2021-05-21,CJRE,Archive,Examining the Experiences of Women Police Leaders in Illinois,article,https://icjia.illinois.gov/about/publications/examining-the-experiences-of-women-police-leaders-in-illinois/,https://researchhub.icjia-api.cloud/uploads/WomenInPolicing2021-210525T15080148.pdf,https://icjia.illinois.gov/researchhub/articles/examining-the-experiences-of-women-police-leaders-in-illinois,PDF,1.4 MB,1423535,200,yes
2021-05-11,CJRE,Archive,Policies and Programs to Address Individuals Who Perpetrate Intimate Partner Violence,article,https://icjia.illinois.gov/about/publications/policies-and-programs-to-address-individuals-who-perpetrate-intimate-partner-violence/,https://researchhub.icjia-api.cloud/uploads/ipv2%20merged-210512T15283266.pdf,https://icjia.illinois.gov/researchhub/articles/policies-and-programs-to-address-individuals-who-perpetrate-intimate-partner-violence,PDF,1.8 MB,1890091,200,yes
2021-04-01,Comms,,Illinois Criminal Justice Information Authority 2020 Annual Report,annualReport,https://icjia.illinois.gov/about/publications/illinois-criminal-justice-information-authority-2020-annual-report/,https://archive.icjia-api.cloud/files/icjia/articles/FY20%20ICJIA%20Annual%20Report.pdf,,PDF,2.6 MB,2772251,200,yes
2021-03-15,CJRE,Archive,Introduction: Deflection: Police-Led Responses to Behavioral Health Challenges,researchReport,https://icjia.illinois.gov/about/publications/introduction-deflection-police-led-responses-to-behavioral-health-challenges/,https://archive.icjia-api.cloud/files/icjia/articles/Journal-for-Advancing-Justice-Volume-III_final_Charlier%20Reichert%20article-210117T21580805.pdf,https://icjia.illinois.gov/researchhub/articles/introduction-deflection--police-led-responses-to-behavioral-health-challenges,PDF,565.6 KB,579150,200,yes
2021-03-05,CJRE,Archive,A Preliminary Look at Illinois Arrest Trends During the COVID-19 Pandemic in 2020,article,https://icjia.illinois.gov/about/publications/a-preliminary-look-at-illinois-arrest-trends-during-the-covid-19-pandemic-in-2020/,https://archive.icjia-api.cloud/files/icjia/articles/COVID arrests PDF to post on web-210305T17262965.pdf,https://icjia.illinois.gov/researchhub/articles/a-preliminary-look-at-illinois-arrest-trends-during-the-covid-19-pandemic-in-2020,PDF,710.9 KB,727998,200,yes
2021-02-19,CJRE,Archive,Overdose Fatality Review Teams Literature Review,article,https://icjia.illinois.gov/about/publications/overdose-fatality-review-teams-literature-review/,https://archive.icjia-api.cloud/files/icjia/articles/Overdose Fatality Review Team Literature Review Final-210219T19112457.pdf,https://icjia.illinois.gov/researchhub/articles/overdose-fatality-review-teams-literature-review,PDF,1.9 MB,1991334,200,yes
2021-02-05,CJRE,Archive,Understanding Intimate Partner Violence: Definitions and Risk Factors,article,https://icjia.illinois.gov/about/publications/understanding-intimate-partner-violence-definitions-and-risk-factors/,https://archive.icjia-api.cloud/files/icjia/articles/IPV Article 1 Final with cover page-210205T18312888.pdf,https://icjia.illinois.gov/researchhub/articles/understanding-intimate-partner-violence-definitions-and-risk-factors,PDF,359.0 KB,367618,200,yes
2021-01-19,Victim Studies,Archive,Weathering Fiscal Uncertainty: A Study of the Effects of the Illinois Budget Impasse on Rape Crisis Centers,article,https://icjia.illinois.gov/about/publications/weathering-fiscal-uncertainty-a-study-of-the-effects-of-the-illinois-budget-impasse-on-rape-crisis-centers/,https://archive.icjia-api.cloud/files/icjia/articles/Budget impasse article final PDF for posting-210121T15283297.pdf,https://icjia.illinois.gov/researchhub/articles/weathering-fiscal-uncertainty-a-study-of-the-effects-of-the-illinois-budget-impasse-on-rape-crisis-centers,PDF,790.7 KB,809717,200,yes
2021-01-15,CJRE,Archive,Introduction: Deflection: Police-Led Responses to Behavioral Health Challenges,article,https://icjia.illinois.gov/about/publications/introduction-deflection--police-led-responses-to-behavioral-health-challenges/,https://archive.icjia-api.cloud/files/icjia/articles/Journal-for-Advancing-Justice-Volume-III_final_Charlier Reichert article-210117T21580805.pdf,https://icjia.illinois.gov/researchhub/articles/introduction-deflection--police-led-responses-to-behavioral-health-challenges,PDF,565.6 KB,579150,200,yes
2020-12-30,,Archive,An Exploratory Evaluation of Redeploy Illinois: Findings on Incentive-Based Juvenile Diversion Services,article,https://icjia.illinois.gov/about/publications/an-exploratory-evaluation-of-redeploy-illinois-findings-on-incentive-based-juvenile-diversion-services/,https://archive.icjia-api.cloud/files/icjia/articles/Redeploy Illinois Evaluation_Final Technical Report-201230T20560828.pdf,https://icjia.illinois.gov/researchhub/articles/an-exploratory-evaluation-of-redeploy-illinois-findings-on-incentive-based-juvenile-diversion-services,PDF,2.5 MB,2614661,200,yes
2020-11-23,,Archive,Programs and Practices to Prevent School Violence and Improve School Safety,article,https://icjia.illinois.gov/about/publications/programs-and-practices-to-prevent-school-violence-and-improve-school-safety/,https://archive.icjia-api.cloud/files/icjia/articles/ProgramsAndPractices-201123T19333170.pdf,https://icjia.illinois.gov/researchhub/articles/programs-and-practices-to-prevent-school-violence-and-improve-school-safety,PDF,910.2 KB,932024,200,yes
2020-11-23,,Archive,Exploring School Violence and Safety Concerns,article,https://icjia.illinois.gov/about/publications/exploring-school-violence-and-safety-concerns/,https://archive.icjia-api.cloud/files/icjia/articles/ExploringSchoolViolence-201123T19224303.pdf,https://icjia.illinois.gov/researchhub/articles/exploring-school-violence-and-safety-concerns,PDF,957.8 KB,980837,200,yes
2020-10-26,,Archive,"A Review of Literature on Mental Health Court Goals, Effectiveness, and Future Implications",article,https://icjia.illinois.gov/about/publications/a-review-of-literature-on-mental-health-court-goals-effectiveness-and-future-implications/,https://archive.icjia-api.cloud/files/icjia/articles/MHC Lit Review-201026T15143227.pdf,https://icjia.illinois.gov/researchhub/articles/a-review-of-literature-on-mental-health-court-goals-effectiveness-and-future-implications,PDF,1.1 MB,1183157,200,yes
2020-10-15,Victim Studies,Archive,Who are Underserved Victims of Domestic Violence and Sexual Assault? Underrepresented Victim Populations and Barriers to Service Seeking,article,https://icjia.illinois.gov/about/publications/who-are-underserved-victims-of-domestic-violence-and-sexual-assault-underrepresented-victim-populations-and-barriers-to-service-seeking/,https://researchhub.icjia-api.cloud/uploads/VOCA%20SAC%20Report_2020_Illinois_Who%20are%20Underserved%20Victims%20of%20DV%20and%20SA-210326T20440816.pdf,https://icjia.illinois.gov/researchhub/articles/who-are-underserved-victims-of-domestic-violence-and-sexual-assault-underrepresented-victim-populations-and-barriers-to-service-seeking,PDF,1.3 MB,1372749,200,yes
2020-10-10,,Archive,Illinois Criminal Diversion Racial Impact Data Collection,article,https://icjia.illinois.gov/about/publications/illinois-criminal-diversion-racial-impact-data-collection/,https://archive.icjia-api.cloud/files/icjia/articles/Racial legislation white paper PDF for posting-201010T14045325.pdf,https://icjia.illinois.gov/researchhub/articles/illinois-criminal-diversion-racial-impact-data-collection,PDF,1.8 MB,1914274,200,yes
2020-10-02,,Archive,Adjusting Work Conditions During the COVID-19 Pandemic: A Survey of Illinois Mental Health Court Staff,article,https://icjia.illinois.gov/about/publications/adapting-work-conditions-during-the-covid-19-pandemic-a-survey-of-illinois-mental-health-court-staff/,https://icjia.illinois.gov/researchhub/files/MHC%20COVID%2019%20FINAL%20UPDATED-201029T18113004.pdf,https://icjia.illinois.gov/researchhub/articles/adapting-work-conditions-during-the-covid-19-pandemic-a-survey-of-illinois-mental-health-court-staff,PDF,12.4 KB,12713,200,yes
2020-10-01,CJRE,Archive,Entrepreneurship for the Formerly Incarcerated: A Randomized Control Trial of the Pathway to Enterprise for Returning Citizens (PERC) Program,article,https://icjia.illinois.gov/about/publications/entrepreneurship-for-the-formerly-incarcerated-a-randomized-control-trial-of-the-pathway-to-enterprise-for-returning-citizens-perc-program/,https://archive.icjia-api.cloud/files/icjia/articles/PERC article PDF FINAL-201001T22171816.pdf,https://icjia.illinois.gov/researchhub/articles/entrepreneurship-for-the-formerly-incarcerated-a-randomized-control-trial-of-the-pathway-to-enterprise-for-returning-citizens-perc-program,PDF,410.2 KB,420027,200,yes
2020-09-25,CJRE,Archive,An Exploratory Study of the Discretionary Use of Electronic Monitoring for Individuals Upon Release to Mandatory Supervised Release (MSR) in Illinois,article,https://icjia.illinois.gov/about/publications/an-exploratory-study-of-the-discretionary-use-of-electronic-monitoring-for-individuals-upon-release-to-mandatory-supervised-release-msr-in-illinois/,https://archive.icjia-api.cloud/files/icjia/articles/Final Full EM Report-201008T21030084.pdf,https://icjia.illinois.gov/researchhub/articles/an-exploratory-study-of-the-discretionary-use-of-electronic-monitoring-for-individuals-upon-release-to-mandatory-supervised-release-msr-in-illinois,PDF,2.3 MB,2374227,200,yes
2020-08-25,CJRE,Archive,Effective Strategies in Community Supervision: Core Correctional Practices and Motivational Interviewing,article,https://icjia.illinois.gov/about/publications/effective-strategies-in-community-supervision-core-correctional-practices-and-motivational-interviewing/,https://archive.icjia-api.cloud/files/icjia/articles/Effective Strategies in Community Supervision_8-25-2020_Final PDF-200826T18391625.pdf,https://icjia.illinois.gov/researchhub/articles/effective-strategies-in-community-supervision-core-correctional-practices-and-motivational-interviewing,PDF,479.2 KB,490738,200,yes
2020-08-16,CJRE,Archive,Conducting Research Interviews on Sensitive Topics,article,https://icjia.illinois.gov/about/publications/conducting-research-interviews-on-sensitive-topics/,https://archive.icjia-api.cloud/files/icjia/articles/sensitive interviewing article PDF for posting-200817T14463987.pdf,https://icjia.illinois.gov/researchhub/articles/conducting-research-interviews-on-sensitive-topics,PDF,458.5 KB,469467,200,yes
2020-08-16,CJRE,Archive,A Guide to Conducting Field Observations,article,https://icjia.illinois.gov/about/publications/a-guide-to-conducting-field-observations/,https://archive.icjia-api.cloud/files/icjia/articles/field observation article PDF-200816T19243371.pdf,https://icjia.illinois.gov/researchhub/articles/a-guide-to-conducting-field-observations,PDF,590.3 KB,604477,200,yes
2020-08-11,,Archive,Process Evaluation of the Adult Redeploy Illinois Intensive Supervision Probation With Services Program,researchReport,https://icjia.illinois.gov/about/publications/process-evaluation-of-the-adult-redeploy-illinois-intensive-supervision-probation-with-services-program/,https://archive.icjia-api.cloud/files/icjia/articles/ISP-S%20Process%20Evaluation-200724T15302044.pdf,https://icjia.illinois.gov/researchhub/articles/adult-redeploy-illinois---intensive-supervision-probation-with-services-program-process-evaluation,PDF,2.3 MB,2445102,200,yes
2020-08-10,,Archive,Prior Criminal Justice Involvement of Persons Experiencing Violent Deaths in Illinois,article,https://icjia.illinois.gov/about/publications/prior-criminal-justice-involvement-of-persons-experiencing-violent-deaths-in-illinois/,https://archive.icjia-api.cloud/files/icjia/articles/Violent Death FINAL PDF to Post-200810T22415305.pdf,https://icjia.illinois.gov/researchhub/articles/prior-criminal-justice-involvement-of-persons-experiencing-violent-deaths-in-illinois,PDF,1.7 MB,1775955,200,yes
2020-07-23,,Archive,Violence Prevention: Basic Ideas for Approaches and Coordination,article,https://icjia.illinois.gov/about/publications/violence-prevention-basic-ideas-for-approaches-and-coordination/,"https://archive.icjia-api.cloud/files/icjia/articles/Escamilla, J-200803T21160437.pdf",https://icjia.illinois.gov/researchhub/articles/violence-prevention-basic-ideas-for-approaches-and-coordination,PDF,1.2 MB,1271066,200,yes
2020-07-15,,Archive,Individual and Community Trauma: Individual Experiences in Collective Environments,article,https://icjia.illinois.gov/about/publications/individual-and-community-trauma-individual-experiences-in-collective-environments/,https://archive.icjia-api.cloud/files/icjia/articles/Individual and Community Trauma- Individual Experiences in Collective Environments-200715T15003405.pdf,https://icjia.illinois.gov/researchhub/articles/individual-and-community-trauma-individual-experiences-in-collective-environments,PDF,773.7 KB,792307,200,yes
2020-06-24,,Archive,"Youth Alcohol Use: National and Illinois Trends, Consequences, and Interventions",article,https://icjia.illinois.gov/about/publications/youth-alcohol-use-national-and-illinois-trends-consequences-and-interventions/,https://archive.icjia-api.cloud/files/icjia/articles/Youth and Alcohol-200720T16430485.pdf,https://icjia.illinois.gov/researchhub/articles/youth-alcohol-use-national-and-illinois-trends-consequences-and-interventions,PDF,539.4 KB,552338,200,yes
2020-05-15,,Archive,Civil Legal Aid in Illinois,article,https://icjia.illinois.gov/about/publications/civil-legal-aid-in-illinois/,https://archive.icjia-api.cloud/files/icjia/articles/Civil Legal Aid Article-200518T21420734.pdf,https://icjia.illinois.gov/researchhub/articles/civil-legal-aid-in-illinois,PDF,701.4 KB,718278,200,yes
2020-05-12,,Archive,"Developing, Enhancing, and Supporting Local Economic Conditions to Address Risk Factors for Crime",article,https://icjia.illinois.gov/about/publications/developing-enhancing-and-supporting-local-economic-conditions-to-address-risk-factors-for-crime/,https://archive.icjia-api.cloud/files/icjia/articles/Developing Enhancing and Supporting Local Economic Conditions to Address Risk Factors for Crime-200514T15065426.pdf,https://icjia.illinois.gov/researchhub/articles/developing-enhancing-and-supporting-local-economic-conditions-to-address-risk-factors-for-crime,PDF,894.0 KB,915428,200,yes
2020-05-04,CJRE,Archive,Mental Illness and Violence: Is there a Link?,article,https://icjia.illinois.gov/about/publications/mental-illness-and-violence-is-there-a-link/,https://archive.icjia-api.cloud/files/icjia/articles/mentalillnessandviolence-200504T16271190.pdf,https://icjia.illinois.gov/researchhub/articles/mental-illness-and-violence-is-there-a-link,PDF,1.3 MB,1384509,200,yes
2020-04-16,CJRE,Archive,The Criminal Justice System and Pandemic Preparedness and Response: Operating in the Age of Coronavirus,article,https://icjia.illinois.gov/about/publications/the-criminal-justice-system-and-pandemic-preparedness-and-response-operating-in-the-age-of-coronavirus/,https://archive.icjia-api.cloud/files/icjia/articles/Coronavirus PDF-200416T17304038.pdf,https://icjia.illinois.gov/researchhub/articles/the-criminal-justice-system-and-pandemic-preparedness-and-response-operating-in-the-age-of-coronavirus,PDF,931.3 KB,953600,200,yes
2020-04-10,FSGU?,,Writing a Successful Grant Proposal,article,https://icjia.illinois.gov/about/publications/writing-a-successful-grant-proposal/,,https://icjia.illinois.gov/researchhub/articles/writing-a-successful-grant-proposal/,,,,,no
2020-04-01,Comms,,Illinois Criminal Justice Information Authority 2019 Annual Report,researchReport,https://icjia.illinois.gov/about/publications/illinois-criminal-justice-information-authority-2019-annual-report/,https://archive.icjia-api.cloud/files/icjia/articles/FY19%20ICJIA%20Annual%20Report%20Final.pdf,,PDF,1.5 MB,1522199,200,yes
2020-03-18,,Archive,Criminal Justice System Utilization in Rural Areas,article,https://icjia.illinois.gov/about/publications/criminal-justice-system-utilization-in-rural-areas/,https://archive.icjia-api.cloud/files/icjia/articles/Rural1Complete-200320T19305319.pdf,https://icjia.illinois.gov/researchhub/articles/criminal-justice-system-utilization-in-rural-areas,PDF,1.2 MB,1217600,200,yes
2020-03-18,,Archive,Issues in Policing Rural Areas: A Review of the Literature,article,https://icjia.illinois.gov/about/publications/issues-in-policing-rural-areas-a-review-of-the-literature/,https://archive.icjia-api.cloud/files/icjia/articles/Rural2CoverPage-200320T21095517.pdf,https://icjia.illinois.gov/researchhub/articles/issues-in-policing-rural-areas-a-review-of-the-literature,PDF,1.2 MB,1249822,200,yes
2020-03-03,,Archive,Youth Development: An Overview of Related Factors and Interventions,article,https://icjia.illinois.gov/about/publications/youth-development-an-overview-of-related-factors-and-interventions/,https://archive.icjia-api.cloud/files/icjia/articles/Youth Development_An Overview of Related Factors and Interventions-200305T16163952.pdf,https://icjia.illinois.gov/researchhub/articles/youth-development-an-overview-of-related-factors-and-interventions,PDF,362.5 KB,371236,200,yes
2020-02-04,Victim Studies,Archive,The Effect of Media Coverage of Sexual Assault on Hotline Calling: An Examination of Rape Crisis Hotline Calls in Illinois,researchReport,https://icjia.illinois.gov/about/publications/the-effect-of-media-coverage-of-sexual-assault-on-hotline-calling-an-examination-of-rape-crisis-hotline-calls-in-illinois/,https://archive.icjia-api.cloud/files/icjia/articles/The%20effect%20of%20Media%20Coverage%20on%20SA%20Hotline%20Calls-200124T16231507.pdf,https://icjia.illinois.gov/researchhub/articles/the-effect-of-media-coverage-of-sexual-assault-on-hotline-calling--an-examination-of-rape-crisis-hotline-calls-in-illinois,PDF,375.9 KB,384926,200,yes
2020-01-30,CJRE,Archive,A Study of Drug Testing Practices in Probation,article,https://icjia.illinois.gov/about/publications/a-study-of-drug-testing-practices-in-probation/,https://archive.icjia-api.cloud/files/icjia/articles/Drug Testing Survey Results-200130T22230265.pdf,https://icjia.illinois.gov/researchhub/articles/a-study-of-drug-testing-practices-in-probation,PDF,717.9 KB,735140,200,yes
2020-01-23,CJRE,Archive,Drug Testing in Community Corrections: A Review of the Literature,article,https://icjia.illinois.gov/about/publications/drug-testing-in-community-corrections-a-review-of-the-literature/,https://archive.icjia-api.cloud/files/icjia/articles/Drug Testing Lit Review-200203T22022729.pdf,https://icjia.illinois.gov/researchhub/articles/drug-testing-in-community-corrections-a-review-of-the-literature,PDF,372.9 KB,381877,200,yes
2020-01-08,,Archive,Civil Rights Discrimination Complaint Form,general,https://icjia.illinois.gov/about/publications/civil-rights-discrimination-complaint-form/,https://agency.icjia-api.cloud/uploads/Discrimination_Complaint_Form_PDF_for_Download_010819_5e563524e7.pdf,,PDF,198.3 KB,203027,200,yes
2020-01-06,CJRE,Archive,The Administration of Naloxone by Law Enforcement Officers: A Statewide Survey of Police Chiefs in Illinois,researchReport,https://icjia.illinois.gov/about/publications/the-administration-of-naloxone-by-law-enforcement-officers-a-statewide-survey-of-police-chiefs-in-illinois/,,https://icjia.illinois.gov/researchhub/articles/the-administration-of-naloxone-by-law--enforcement-officers-a-statewide-survey-of-police-chiefs-in-illinois,,,,,no
2019-12-19,CJRE,Archive,Concentrations of Incarceration: Consequences of Communities with High Prison Admissions and Returns,researchReport,https://icjia.illinois.gov/about/publications/concentrations-of-incarceration-consequences-of-communities-with-high-prison-admissions-and-returns/,https://archive.icjia-api.cloud/files/icjia/articles/concentrationsofincarceration-191218T22352902.pdf,https://icjia.illinois.gov/researchhub/articles/concentrations-of-incarceration-consequences-of-communities-with-high-prison-admissions-and-returns,PDF,1.5 MB,1520555,200,yes
2019-12-19,,Archive,An Overview of Evidence-Based Practices and Programs in Prison Reentry,researchReport,https://icjia.illinois.gov/about/publications/an-overview-of-evidence-based-practices-and-programs-in-prison-reentry/,https://archive.icjia-api.cloud/files/icjia/articles/overviewofreentry-191218T22484765.pdf,https://icjia.illinois.gov/researchhub/articles/an-overview-of-evidence-based-practices-and-programs-in-prison-reentry,PDF,1.3 MB,1342454,200,yes
2019-12-18,CJRE,Archive,2019 Illinois Methamphetamine Study,article,https://icjia.illinois.gov/about/publications/2019-illinois-methamphetamine-study/,https://archive.icjia-api.cloud/files/icjia/articles/2019 Illinois Methamphetamine Study-191218T21562198.pdf,https://icjia.illinois.gov/researchhub/articles/2019-illinois-methamphetamine-study,PDF,2.4 MB,2495604,200,yes
2019-12-18,,Archive,Justice-Involved Girls,article,https://icjia.illinois.gov/about/publications/justice-involved-girls/,https://archive.icjia-api.cloud/files/icjia/articles/Girls in Crisis Information Sheet_Final Version-191218T20335017.pdf,https://icjia.illinois.gov/researchhub/articles/justice-involved-girls,PDF,150.0 KB,153621,200,yes
2019-12-17,Victim Studies,Archive,The Effect of Media Coverage of Sexual Assault on Hotline Calling:  An Examination of Rape Crisis Hotline Calls in Illinois,article,https://icjia.illinois.gov/about/publications/the-effect-of-media-coverage-of-sexual-assault-on-hotline-calling--an-examination-of-rape-crisis-hotline-calls-in-illinois/,https://archive.icjia-api.cloud/files/icjia/articles/The effect of Media Coverage on SA Hotline Calls-200124T16231507.pdf,https://icjia.illinois.gov/researchhub/articles/the-effect-of-media-coverage-of-sexual-assault-on-hotline-calling--an-examination-of-rape-crisis-hotline-calls-in-illinois,PDF,375.9 KB,384926,200,yes
2019-12-16,CJRE,Archive,Logic Models: Practical Planning to Reach Program Goals,article,https://icjia.illinois.gov/about/publications/logic-models-practical-planning-to-reach-program-goals/,https://archive.icjia-api.cloud/files/icjia/articles/Logic Models_Practical Planning to Reach Program Goals-191217T19412912.pdf,https://icjia.illinois.gov/researchhub/articles/logic-models-practical-planning-to-reach-program-goals,PDF,1.7 MB,1784756,200,yes
2019-12-16,CJRE,Archive,The Administration of Naloxone by Law  Enforcement Officers: A Statewide Survey of Police Chiefs in Illinois,article,https://icjia.illinois.gov/about/publications/the-administration-of-naloxone-by-law--enforcement-officers-a-statewide-survey-of-police-chiefs-in-illinois/,,https://icjia.illinois.gov/researchhub/articles/the-administration-of-naloxone-by-law--enforcement-officers-a-statewide-survey-of-police-chiefs-in-illinois,,,,,no
2019-12-12,Victim Studies,Archive,Pathways to Victimization Disclosure: Who LGBTQ+ Victims Tell and Why,researchReport,https://icjia.illinois.gov/about/publications/pathways-to-victimization-disclosure-who-lgbtq-victims-tell-and-why/,https://archive.icjia-api.cloud/files/icjia/articles/LGBTQ%20Victimization%20Disclosure%20article_FINAL-191212T15162636.pdf,https://icjia.illinois.gov/researchhub/articles/pathways-to-victimization-disclosure-who-lgbtq-victims-tell-and-why,PDF,1.6 MB,1710510,200,yes
2019-12-10,CJRE,Archive,Police Technology: Acoustic Gunshot Detection Systems,article,https://icjia.illinois.gov/about/publications/police-technology-acoustic-gunshot-detection-systems/,https://archive.icjia-api.cloud/files/icjia/articles/Shotspotter-Final-191213T18420528.pdf,https://icjia.illinois.gov/researchhub/articles/police-technology-acoustic-gunshot-detection-systems,PDF,718.7 KB,735999,200,yes
2019-12-09,CJRE,Archive,An Overview of Police Technology: Adoption and Efficacy,article,https://icjia.illinois.gov/about/publications/an-overview-of-police-technology-adoption-and-efficacy/,https://archive.icjia-api.cloud/files/icjia/articles/overviewofpolicetechnology-191210T17501954.pdf,https://icjia.illinois.gov/researchhub/articles/an-overview-of-police-technology-adoption-and-efficacy,PDF,1.8 MB,1898421,200,yes
